기준연도,기준분기,노선명,거리_필터,대분류,매출금액,가게수,점포당_평균매출
2018.0,3.0,하남선_1단계,2000,시설관리·임대,24417081.0,5,4883416.2
2018.0,3.0,하남선_2단계,2000,시설관리·임대,4916279.0,1,4916279.0
2018.0,4.0,경기도_대조군,Control,시설관리·임대,11222454235.0,1216,9228991.969572369
2018.0,4.0,김포골드라인,500,시설관리·임대,62927058.0,7,8989579.714285715
2018.0,4.0,김포골드라인,2000,시설관리·임대,52249318.0,3,17416439.333333332
2018.0,4.0,안산선,500,시설관리·임대,373696887.0,34,10991084.911764706
2018.0,4.0,안산선,2000,시설관리·임대,118316684.0,113,1047050.3008849558
2018.0,4.0,진접선,2000,시설관리·임대,38604781.0,3,12868260.333333334
2018.0,4.0,하남선_1단계,500,시설관리·임대,1598770.0,1,1598770.0
2018.0,4.0,하남선_1단계,2000,시설관리·임대,19558740.0,5,3911748.0
2018.0,4.0,하남선_2단계,2000,시설관리·임대,3354920.0,1,3354920.0
2019.0,1.0,경기도_대조군,Control,시설관리·임대,11249298074.0,1173,9590194.43648764
2019.0,1.0,김포골드라인,500,시설관리·임대,58886232.0,7,8412318.857142856
2019.0,1.0,김포골드라인,2000,시설관리·임대,39448102.0,3,13149367.333333334
2019.0,1.0,안산선,500,시설관리·임대,231360173.0,33,7010914.333333333
2019.0,1.0,안산선,2000,시설관리·임대,160127600.0,123,1301850.406504065
2019.0,1.0,진접선,2000,시설관리·임대,30140576.0,3,10046858.666666666
2019.0,1.0,하남선_1단계,500,시설관리·임대,1353219.0,1,1353219.0
2019.0,1.0,하남선_1단계,2000,시설관리·임대,36074505.0,5,7214901.0
2019.0,1.0,하남선_2단계,2000,시설관리·임대,8147775.0,1,8147775.0
2019.0,2.0,경기도_대조군,Control,시설관리·임대,12210731182.0,1173,10409830.504688833
2019.0,2.0,김포골드라인,500,시설관리·임대,59468415.0,6,9911402.5
2019.0,2.0,김포골드라인,2000,시설관리·임대,61112526.0,3,20370842.0
2019.0,2.0,안산선,500,시설관리·임대,332328436.0,34,9774365.764705881
2019.0,2.0,안산선,2000,시설관리·임대,84571092.0,111,761901.7297297297
2019.0,2.0,진접선,2000,시설관리·임대,73119900.0,3,24373300.0
2019.0,2.0,하남선_1단계,500,시설관리·임대,2664612.0,1,2664612.0
2019.0,2.0,하남선_1단계,2000,시설관리·임대,39048245.0,5,7809649.0
2019.0,2.0,하남선_2단계,2000,시설관리·임대,6190199.0,1,6190199.0
2019.0,3.0,경기도_대조군,Control,시설관리·임대,12492274659.0,1173,10649850.519181585
2019.0,3.0,김포골드라인,500,시설관리·임대,46053515.0,6,7675585.833333333
2019.0,3.0,김포골드라인,2000,시설관리·임대,72870032.0,3,24290010.666666668
2019.0,3.0,안산선,500,시설관리·임대,374516389.0,34,11015187.911764706
2019.0,3.0,안산선,2000,시설관리·임대,115540537.0,126,916988.3888888889
2019.0,3.0,진접선,2000,시설관리·임대,39173623.0,3,13057874.333333334
2019.0,3.0,하남선_1단계,500,시설관리·임대,2487907.0,1,2487907.0
2019.0,3.0,하남선_1단계,2000,시설관리·임대,37331788.0,5,7466357.6
2019.0,3.0,하남선_2단계,2000,시설관리·임대,9113766.0,1,9113766.0
2019.0,4.0,경기도_대조군,Control,시설관리·임대,10824578216.0,1173,9228114.42114237
2019.0,4.0,김포골드라인,500,시설관리·임대,30295546.0,6,5049257.666666667
2019.0,4.0,김포골드라인,2000,시설관리·임대,71129930.0,3,23709976.666666668
2019.0,4.0,안산선,500,시설관리·임대,333689604.0,34,9814400.11764706
2019.0,4.0,안산선,2000,시설관리·임대,113675125.0,126,902183.5317460317
2019.0,4.0,진접선,2000,시설관리·임대,30952732.0,3,10317577.333333334
2019.0,4.0,하남선_1단계,500,시설관리·임대,2139884.0,1,2139884.0
2019.0,4.0,하남선_1단계,2000,시설관리·임대,29544343.0,5,5908868.6
2019.0,4.0,하남선_2단계,2000,시설관리·임대,5562056.0,1,5562056.0
2020.0,1.0,경기도_대조군,Control,시설관리·임대,4683734821.0,2058,2275867.2599611273
2020.0,1.0,김포골드라인,2000,시설관리·임대,102389720.0,3,34129906.666666664
2020.0,1.0,안산선,500,시설관리·임대,76533066.0,8,9566633.25
2020.0,1.0,안산선,2000,시설관리·임대,139545881.0,10,13954588.1
2020.0,1.0,진접선,2000,시설관리·임대,15908454.0,2,7954227.0
2020.0,1.0,하남선_1단계,500,시설관리·임대,2296721.0,1,2296721.0
2020.0,1.0,하남선_1단계,2000,시설관리·임대,31978865.0,1,31978865.0
2020.0,1.0,하남선_2단계,2000,시설관리·임대,1595716.0,1,1595716.0
2020.0,2.0,경기도_대조군,Control,시설관리·임대,5511635951.0,2058,2678151.5796890184
2020.0,2.0,김포골드라인,2000,시설관리·임대,59899889.0,3,19966629.666666668
2020.0,2.0,안산선,500,시설관리·임대,62614373.0,8,7826796.625
2020.0,2.0,안산선,2000,시설관리·임대,253686291.0,8,31710786.375
2020.0,2.0,진접선,2000,시설관리·임대,20026614.0,2,10013307.0
2020.0,2.0,하남선_1단계,500,시설관리·임대,13818946.0,1,13818946.0
2020.0,2.0,하남선_1단계,2000,시설관리·임대,37458622.0,1,37458622.0
2020.0,2.0,하남선_2단계,2000,시설관리·임대,965915.0,1,965915.0
2020.0,3.0,경기도_대조군,Control,시설관리·임대,5158646317.0,2058,2506630.8634596695
2020.0,3.0,김포골드라인,500,시설관리·임대,228226176.0,6,38037696.0
2020.0,3.0,김포골드라인,2000,시설관리·임대,47012170.0,3,15670723.333333334
2020.0,3.0,안산선,500,시설관리·임대,66572401.0,7,9510343.0
2020.0,3.0,안산선,2000,시설관리·임대,284599086.0,9,31622120.666666668
2020.0,3.0,진접선,2000,시설관리·임대,13221803.0,2,6610901.5
2020.0,3.0,하남선_1단계,500,시설관리·임대,6289806.0,1,6289806.0
2020.0,3.0,하남선_1단계,2000,시설관리·임대,37493559.0,1,37493559.0
2020.0,3.0,하남선_2단계,2000,시설관리·임대,1317395.0,1,1317395.0
2020.0,4.0,경기도_대조군,Control,시설관리·임대,4198122558.0,2058,2039904.0612244897
2020.0,4.0,김포골드라인,500,시설관리·임대,182420263.0,6,30403377.166666668
2020.0,4.0,김포골드라인,2000,시설관리·임대,49331858.0,3,16443952.666666666
2020.0,4.0,안산선,500,시설관리·임대,42679966.0,7,6097138.0
2020.0,4.0,안산선,2000,시설관리·임대,201202612.0,10,20120261.2
2020.0,4.0,진접선,2000,시설관리·임대,16534799.0,2,8267399.5
2020.0,4.0,하남선_1단계,500,시설관리·임대,7254998.0,1,7254998.0
2020.0,4.0,하남선_1단계,2000,시설관리·임대,19563203.0,1,19563203.0
2020.0,4.0,하남선_2단계,2000,시설관리·임대,1004187.0,1,1004187.0
2021.0,1.0,경기도_대조군,Control,시설관리·임대,6670839439.0,1265,5273390.860869565
2021.0,1.0,김포골드라인,500,시설관리·임대,31357766.0,6,5226294.333333333
2021.0,1.0,김포골드라인,2000,시설관리·임대,15542160.0,3,5180720.0
2021.0,1.0,안산선,500,시설관리·임대,169319422.0,32,5291231.9375
2021.0,1.0,안산선,2000,시설관리·임대,96286548.0,100,962865.48
2021.0,1.0,진접선,2000,시설관리·임대,11256526.0,3,3752175.3333333335
2021.0,1.0,하남선_1단계,500,시설관리·임대,10328442.0,1,10328442.0
2021.0,1.0,하남선_1단계,2000,시설관리·임대,63460482.0,4,15865120.5
2021.0,1.0,하남선_2단계,2000,시설관리·임대,4375448.0,1,4375448.0
2021.0,2.0,경기도_대조군,Control,시설관리·임대,6943846503.0,1265,5489206.72173913
2021.0,2.0,김포골드라인,500,시설관리·임대,33283199.0,6,5547199.833333333
2021.0,2.0,김포골드라인,2000,시설관리·임대,16019901.0,3,5339967.0
2021.0,2.0,안산선,500,시설관리·임대,160516159.0,32,5016129.96875
2021.0,2.0,안산선,2000,시설관리·임대,68826184.0,104,661790.2307692308
2021.0,2.0,진접선,2000,시설관리·임대,18679649.0,3,6226549.666666667
2021.0,2.0,하남선_1단계,500,시설관리·임대,7617670.0,1,7617670.0
2021.0,2.0,하남선_1단계,2000,시설관리·임대,56057479.0,4,14014369.75
2021.0,2.0,하남선_2단계,2000,시설관리·임대,8397079.0,1,8397079.0
2021.0,3.0,경기도_대조군,Control,시설관리·임대,6435699442.0,1265,5087509.440316206
2021.0,3.0,김포골드라인,500,시설관리·임대,32018141.0,6,5336356.833333333
2021.0,3.0,김포골드라인,2000,시설관리·임대,16578193.0,3,5526064.333333333
2021.0,3.0,안산선,500,시설관리·임대,191220940.0,32,5975654.375
2021.0,3.0,안산선,2000,시설관리·임대,75003748.0,94,797912.2127659575
2021.0,3.0,진접선,2000,시설관리·임대,23248928.0,3,7749642.666666667
2021.0,3.0,하남선_1단계,500,시설관리·임대,5020162.0,1,5020162.0
2021.0,3.0,하남선_1단계,2000,시설관리·임대,46681045.0,4,11670261.25
2021.0,3.0,하남선_2단계,2000,시설관리·임대,3510786.0,1,3510786.0
2021.0,4.0,경기도_대조군,Control,시설관리·임대,5598616593.0,1265,4425783.86798419
2021.0,4.0,김포골드라인,500,시설관리·임대,15449424.0,5,3089884.8
2021.0,4.0,김포골드라인,2000,시설관리·임대,16612931.0,3,5537643.666666667
2021.0,4.0,안산선,500,시설관리·임대,240568138.0,32,7517754.3125
2021.0,4.0,안산선,2000,시설관리·임대,92008185.0,107,859889.5794392524
2021.0,4.0,진접선,2000,시설관리·임대,16995967.0,3,5665322.333333333
2021.0,4.0,하남선_1단계,500,시설관리·임대,760146.0,1,760146.0
2021.0,4.0,하남선_1단계,2000,시설관리·임대,17767224.0,4,4441806.0
2021.0,4.0,하남선_2단계,2000,시설관리·임대,731230.0,1,731230.0
2022.0,1.0,경기도_대조군,Control,시설관리·임대,5312720451.0,1175,4521464.213617021
2022.0,1.0,김포골드라인,500,시설관리·임대,18991562.0,5,3798312.4
2022.0,1.0,김포골드라인,2000,시설관리·임대,12738878.0,5,2547775.6
2022.0,1.0,안산선,500,시설관리·임대,186025551.0,27,6889835.222222222
2022.0,1.0,안산선,2000,시설관리·임대,59429054.0,82,724744.5609756098
2022.0,1.0,진접선,2000,시설관리·임대,11906111.0,5,2381222.2
2022.0,1.0,하남선_1단계,500,시설관리·임대,2083695.0,1,2083695.0
2022.0,1.0,하남선_1단계,2000,시설관리·임대,18670366.0,5,3734073.2
2022.0,1.0,하남선_2단계,2000,시설관리·임대,749019.0,1,749019.0
2022.0,2.0,경기도_대조군,Control,시설관리·임대,5665747346.0,1175,4821912.634893617
2022.0,2.0,김포골드라인,500,시설관리·임대,15942527.0,5,3188505.4
2022.0,2.0,김포골드라인,2000,시설관리·임대,26325907.0,4,6581476.75
2022.0,2.0,김포골드라인,2000,시설관리·임대,2824393.0,1,2824393.0
2022.0,2.0,안산선,500,시설관리·임대,252467494.0,28,9016696.214285715
2022.0,2.0,안산선,2000,시설관리·임대,51507598.0,60,858459.9666666667
2022.0,2.0,진접선,2000,시설관리·임대,6886056.0,5,1377211.2
2022.0,2.0,하남선_1단계,2000,시설관리·임대,17119483.0,5,3423896.6
2022.0,2.0,하남선_2단계,2000,시설관리·임대,487836.0,1,487836.0
2022.0,3.0,경기도_대조군,Control,시설관리·임대,6346740134.0,1175,5401480.965106383
2022.0,3.0,김포골드라인,2000,시설관리·임대,45263578.0,5,9052715.6
2022.0,3.0,김포골드라인,500,시설관리·임대,12534739.0,5,2506947.8
2022.0,3.0,안산선,2000,시설관리·임대,45956908.0,60,765948.4666666667
2022.0,3.0,안산선,500,시설관리·임대,140506374.0,27,5203939.777777778
2022.0,3.0,진접선,2000,시설관리·임대,18593009.0,5,3718601.8
2022.0,3.0,하남선_1단계,2000,시설관리·임대,19159363.0,5,3831872.6
2022.0,3.0,하남선_1단계,500,시설관리·임대,5952923.0,1,5952923.0
2022.0,3.0,하남선_2단계,2000,시설관리·임대,1625758.0,1,1625758.0
2022.0,4.0,경기도_대조군,Control,시설관리·임대,6088560194.0,1175,5181753.356595744
2022.0,4.0,김포골드라인,2000,시설관리·임대,31946012.0,5,6389202.4
2022.0,4.0,김포골드라인,500,시설관리·임대,10334089.0,5,2066817.8
2022.0,4.0,안산선,2000,시설관리·임대,58755252.0,90,652836.1333333333
2022.0,4.0,안산선,500,시설관리·임대,99048036.0,27,3668445.777777778
2022.0,4.0,진접선,2000,시설관리·임대,17022041.0,5,3404408.2
2022.0,4.0,하남선_1단계,2000,시설관리·임대,21311657.0,5,4262331.4
2022.0,4.0,하남선_1단계,500,시설관리·임대,7993274.0,1,7993274.0
2022.0,4.0,하남선_2단계,2000,시설관리·임대,772666.0,1,772666.0
2023.0,1.0,경기도_대조군,Control,시설관리·임대,6001840273.0,1175,5107949.168510638
2023.0,1.0,김포골드라인,2000,시설관리·임대,52049765.0,5,10409953.0
2023.0,1.0,김포골드라인,500,시설관리·임대,14697937.0,4,3674484.25
2023.0,1.0,안산선,2000,시설관리·임대,32602046.0,74,440568.1891891892
2023.0,1.0,안산선,500,시설관리·임대,74247853.0,27,2749920.4814814813
2023.0,1.0,진접선,2000,시설관리·임대,18258494.0,5,3651698.8
2023.0,1.0,하남선_1단계,2000,시설관리·임대,17767343.0,5,3553468.6
2023.0,1.0,하남선_1단계,500,시설관리·임대,6981181.0,1,6981181.0
2023.0,1.0,하남선_2단계,2000,시설관리·임대,755375.0,1,755375.0
2023.0,2.0,경기도_대조군,Control,시설관리·임대,6411230187.0,1175,5456366.116595745
2023.0,2.0,김포골드라인,2000,시설관리·임대,61480655.0,5,12296131.0
2023.0,2.0,김포골드라인,500,시설관리·임대,13133561.0,3,4377853.666666667
2023.0,2.0,안산선,2000,시설관리·임대,35215228.0,66,533564.0606060605
2023.0,2.0,안산선,500,시설관리·임대,144212451.0,26,5546632.730769231
2023.0,2.0,진접선,2000,시설관리·임대,18127152.0,5,3625430.4
2023.0,2.0,하남선_1단계,2000,시설관리·임대,24067071.0,5,4813414.2
2023.0,2.0,하남선_1단계,500,시설관리·임대,7336871.0,1,7336871.0
2023.0,2.0,하남선_2단계,2000,시설관리·임대,164104.0,1,164104.0
2023.0,3.0,경기도_대조군,Control,시설관리·임대,6495501071.0,1175,5528086.01787234
2023.0,3.0,김포골드라인,2000,시설관리·임대,70589630.0,5,14117926.0
2023.0,3.0,김포골드라인,500,시설관리·임대,18477748.0,3,6159249.333333333
2023.0,3.0,안산선,2000,시설관리·임대,29723589.0,74,401670.1216216216
2023.0,3.0,안산선,500,시설관리·임대,142703084.0,16,8918942.75
2023.0,3.0,진접선,2000,시설관리·임대,28663938.0,5,5732787.6
2023.0,3.0,하남선_1단계,2000,시설관리·임대,25392783.0,5,5078556.6
2017.0,1.0,경기도_대조군,Control,예술·스포츠,155695590136.0,14874,10467634.135807449
2017.0,1.0,김포골드라인,500,예술·스포츠,2694435456.0,235,11465682.79148936
2017.0,1.0,김포골드라인,2000,예술·스포츠,2190070516.0,193,11347515.626943005
2017.0,1.0,안산선,500,예술·스포츠,2701171032.0,304,8885431.02631579
2017.0,1.0,안산선,2000,예술·스포츠,3172771210.0,1936,1638828.104338843
2017.0,1.0,진접선,500,예술·스포츠,30047809.0,4,7511952.25
2017.0,1.0,진접선,2000,예술·스포츠,746822500.0,59,12658008.474576272
2017.0,1.0,하남선_1단계,500,예술·스포츠,148046672.0,8,18505834.0
2017.0,1.0,하남선_1단계,2000,예술·스포츠,1048468287.0,255,4111640.3411764707
2017.0,1.0,하남선_2단계,500,예술·스포츠,424184893.0,14,30298920.92857143
2017.0,1.0,하남선_2단계,2000,예술·스포츠,433884918.0,26,16687881.461538462
2017.0,2.0,경기도_대조군,Control,예술·스포츠,160234339827.0,14874,10772780.679507867
2017.0,2.0,김포골드라인,500,예술·스포츠,3084425858.0,245,12589493.297959184
2017.0,2.0,김포골드라인,2000,예술·스포츠,2416392298.0,193,12520167.347150259
2017.0,2.0,안산선,500,예술·스포츠,2567273577.0,304,8444978.871710526
2017.0,2.0,안산선,2000,예술·스포츠,3231568653.0,1935,1670061.319379845
2017.0,2.0,진접선,500,예술·스포츠,36934866.0,4,9233716.5
2017.0,2.0,진접선,2000,예술·스포츠,771572662.0,59,13077502.745762711
2017.0,2.0,하남선_1단계,500,예술·스포츠,150170609.0,8,18771326.125
2017.0,2.0,하남선_1단계,2000,예술·스포츠,1005164658.0,235,4277296.417021276
2017.0,2.0,하남선_2단계,500,예술·스포츠,352853487.0,14,25203820.5
2017.0,2.0,하남선_2단계,2000,예술·스포츠,415323403.0,26,15973977.038461538
2017.0,3.0,경기도_대조군,Control,예술·스포츠,169171413458.0,14874,11373632.745596342
2017.0,3.0,김포골드라인,500,예술·스포츠,2943125318.0,248,11867440.798387097
2017.0,3.0,김포골드라인,2000,예술·스포츠,2645878154.0,194,13638547.18556701
2017.0,3.0,안산선,500,예술·스포츠,2899713671.0,305,9507257.937704919
2017.0,3.0,안산선,2000,예술·스포츠,3345110792.0,1952,1713683.8073770492
2017.0,3.0,진접선,500,예술·스포츠,46850532.0,4,11712633.0
2017.0,3.0,진접선,2000,예술·스포츠,834021885.0,56,14893247.94642857
2017.0,3.0,하남선_1단계,500,예술·스포츠,127311044.0,8,15913880.5
2017.0,3.0,하남선_1단계,2000,예술·스포츠,1060295895.0,235,4511897.425531914
2017.0,3.0,하남선_2단계,500,예술·스포츠,368386931.0,14,26313352.214285713
2017.0,3.0,하남선_2단계,2000,예술·스포츠,338783744.0,26,13030144.0
2017.0,4.0,경기도_대조군,Control,예술·스포츠,175921292247.0,14874,11827436.617386043
2017.0,4.0,김포골드라인,500,예술·스포츠,3186241918.0,248,12847749.66935484
2017.0,4.0,김포골드라인,2000,예술·스포츠,2763214514.0,200,13816072.57
2017.0,4.0,안산선,500,예술·스포츠,3170226187.0,309,10259631.673139159
2017.0,4.0,안산선,2000,예술·스포츠,3407024116.0,1967,1732091.5688866293
2017.0,4.0,진접선,500,예술·스포츠,31267341.0,4,7816835.25
2017.0,4.0,진접선,2000,예술·스포츠,819147599.0,56,14627635.69642857
2017.0,4.0,하남선_1단계,500,예술·스포츠,117580931.0,8,14697616.375
2017.0,4.0,하남선_1단계,2000,예술·스포츠,1065229394.0,235,4532891.038297872
2017.0,4.0,하남선_2단계,2000,예술·스포츠,337148535.0,26,12967251.346153846
2018.0,1.0,경기도_대조군,Control,예술·스포츠,166283525875.0,15024,11067859.815961128
2018.0,1.0,김포골드라인,500,예술·스포츠,3010687242.0,255,11806616.635294117
2018.0,1.0,김포골드라인,2000,예술·스포츠,2679930591.0,195,13743233.8
2018.0,1.0,안산선,500,예술·스포츠,2956721632.0,304,9726058.0
2018.0,1.0,안산선,2000,예술·스포츠,3324228603.0,1927,1725079.7109496626
2018.0,1.0,진접선,500,예술·스포츠,28460710.0,3,9486903.333333334
2018.0,1.0,진접선,2000,예술·스포츠,660804026.0,60,11013400.433333334
2018.0,1.0,하남선_1단계,500,예술·스포츠,118230431.0,11,10748221.0
2018.0,1.0,하남선_1단계,2000,예술·스포츠,1081428267.0,228,4743106.434210527
2018.0,1.0,하남선_2단계,500,예술·스포츠,374110173.0,11,34010015.72727273
2018.0,1.0,하남선_2단계,2000,예술·스포츠,386241353.0,29,13318667.344827587
2018.0,2.0,경기도_대조군,Control,예술·스포츠,165294575190.0,15024,11002035.08985623
2018.0,2.0,김포골드라인,500,예술·스포츠,3193892755.0,255,12525069.62745098
2018.0,2.0,김포골드라인,2000,예술·스포츠,2594314366.0,196,13236297.785714285
2018.0,2.0,안산선,500,예술·스포츠,2828090328.0,311,9093538.03215434
2018.0,2.0,안산선,2000,예술·스포츠,3416386880.0,2026,1686271.905231984
2018.0,2.0,진접선,500,예술·스포츠,33029179.0,4,8257294.75
2018.0,2.0,진접선,2000,예술·스포츠,664147999.0,66,10062848.469696969
2018.0,2.0,하남선_1단계,500,예술·스포츠,121378400.0,12,10114866.666666666
2018.0,2.0,하남선_1단계,2000,예술·스포츠,973194146.0,228,4268395.3771929825
2018.0,2.0,하남선_2단계,2000,예술·스포츠,334491109.0,29,11534176.172413792
2018.0,3.0,경기도_대조군,Control,예술·스포츠,164193596496.0,15024,10928753.760383386
2018.0,3.0,김포골드라인,500,예술·스포츠,2954996853.0,268,11026107.660447761
2018.0,3.0,김포골드라인,2000,예술·스포츠,2256517906.0,192,11752697.427083334
2018.0,3.0,안산선,500,예술·스포츠,2866578602.0,311,9217294.540192926
2018.0,3.0,안산선,2000,예술·스포츠,3377141607.0,2025,1667724.2503703705
2018.0,3.0,진접선,500,예술·스포츠,29645946.0,4,7411486.5
2018.0,3.0,진접선,2000,예술·스포츠,766050943.0,69,11102187.579710145
2018.0,3.0,하남선_1단계,500,예술·스포츠,146584078.0,12,12215339.833333334
2018.0,3.0,하남선_1단계,2000,예술·스포츠,1000611557.0,228,4388647.179824562
2018.0,3.0,하남선_2단계,2000,예술·스포츠,330984631.0,29,11413263.137931034
2018.0,4.0,경기도_대조군,Control,예술·스포츠,173010844318.0,15024,11515631.277822152
2018.0,4.0,김포골드라인,500,예술·스포츠,3049034324.0,277,11007344.129963899
2018.0,4.0,김포골드라인,2000,예술·스포츠,2559721374.0,190,13472217.757894738
2018.0,4.0,안산선,500,예술·스포츠,3102698373.0,311,9976522.099678457
2018.0,4.0,안산선,2000,예술·스포츠,3608699523.0,2088,1728304.3692528736
2018.0,4.0,진접선,500,예술·스포츠,19735597.0,4,4933899.25
2018.0,4.0,진접선,2000,예술·스포츠,753585071.0,72,10466459.319444444
2018.0,4.0,하남선_1단계,500,예술·스포츠,132529316.0,12,11044109.666666666
2018.0,4.0,하남선_1단계,2000,예술·스포츠,1059407112.0,228,4646522.421052632
2018.0,4.0,하남선_2단계,500,예술·스포츠,347868711.0,11,31624428.272727273
2018.0,4.0,하남선_2단계,2000,예술·스포츠,388452027.0,29,13394897.48275862
2019.0,1.0,경기도_대조군,Control,예술·스포츠,171771558658.0,15412,11145312.65624189
2019.0,1.0,김포골드라인,500,예술·스포츠,3109539839.0,312,9966473.842948718
2019.0,1.0,김포골드라인,2000,예술·스포츠,2290663479.0,205,11173968.190243902
2019.0,1.0,안산선,500,예술·스포츠,3474846849.0,330,10529838.936363636
2019.0,1.0,안산선,2000,예술·스포츠,3747120038.0,2002,1871688.3306693307
2019.0,1.0,진접선,500,예술·스포츠,42123486.0,5,8424697.2
2019.0,1.0,진접선,2000,예술·스포츠,744927058.0,64,11639485.28125
2019.0,1.0,하남선_1단계,500,예술·스포츠,103235195.0,12,8602932.916666666
2019.0,1.0,하남선_1단계,2000,예술·스포츠,1163204275.0,238,4887412.920168067
2019.0,1.0,하남선_2단계,500,예술·스포츠,405836773.0,13,31218213.307692308
2019.0,1.0,하남선_2단계,2000,예술·스포츠,388013925.0,31,12516578.225806452
2019.0,2.0,경기도_대조군,Control,예술·스포츠,167076214643.0,15412,10840657.581300285
2019.0,2.0,김포골드라인,500,예술·스포츠,3018527392.0,312,9674767.282051282
2019.0,2.0,김포골드라인,2000,예술·스포츠,2289759718.0,197,11623145.776649747
2019.0,2.0,안산선,500,예술·스포츠,2943720055.0,330,8920363.803030303
2019.0,2.0,안산선,2000,예술·스포츠,3667061766.0,1984,1848317.4223790322
2019.0,2.0,진접선,500,예술·스포츠,124271131.0,5,24854226.2
2019.0,2.0,진접선,2000,예술·스포츠,632407783.0,66,9581936.106060605
2019.0,2.0,하남선_1단계,500,예술·스포츠,114623051.0,12,9551920.916666666
2019.0,2.0,하남선_1단계,2000,예술·스포츠,1142533831.0,251,4551927.613545816
2019.0,2.0,하남선_2단계,500,예술·스포츠,354379906.0,15,23625327.066666666
2019.0,2.0,하남선_2단계,2000,예술·스포츠,531090501.0,31,17131951.64516129
2019.0,3.0,경기도_대조군,Control,예술·스포츠,167264190380.0,15412,10852854.29405658
2019.0,3.0,김포골드라인,500,예술·스포츠,2945261016.0,323,9118455.157894736
2019.0,3.0,김포골드라인,2000,예술·스포츠,2637211429.0,204,12927507.00490196
2019.0,3.0,안산선,500,예술·스포츠,3005292212.0,330,9106946.096969698
2019.0,3.0,안산선,2000,예술·스포츠,3705346815.0,1990,1861983.324120603
2019.0,3.0,진접선,2000,예술·스포츠,648395753.0,66,9824178.075757576
2019.0,3.0,하남선_1단계,500,예술·스포츠,140369788.0,12,11697482.333333334
2019.0,3.0,하남선_1단계,2000,예술·스포츠,1254192261.0,251,4996781.916334662
2019.0,3.0,하남선_2단계,500,예술·스포츠,388330358.0,15,25888690.533333335
2019.0,3.0,하남선_2단계,2000,예술·스포츠,701537908.0,31,22630255.096774194
2019.0,4.0,경기도_대조군,Control,예술·스포츠,174673367293.0,15412,11333595.074811835
2019.0,4.0,김포골드라인,500,예술·스포츠,3364573008.0,321,10481535.850467289
2019.0,4.0,김포골드라인,2000,예술·스포츠,2801766766.0,197,14222166.324873097
2019.0,4.0,안산선,500,예술·스포츠,3245836201.0,334,9718072.458083833
2019.0,4.0,안산선,2000,예술·스포츠,4152404517.0,1992,2084540.4201807228
2019.0,4.0,진접선,500,예술·스포츠,122980571.0,5,24596114.2
2019.0,4.0,진접선,2000,예술·스포츠,836540998.0,66,12674863.606060605
2019.0,4.0,하남선_1단계,500,예술·스포츠,106229113.0,12,8852426.083333334
2019.0,4.0,하남선_1단계,2000,예술·스포츠,1426995724.0,255,5596061.662745098
2019.0,4.0,하남선_2단계,500,예술·스포츠,479678083.0,16,29979880.1875
2019.0,4.0,하남선_2단계,2000,예술·스포츠,746413762.0,31,24077863.29032258
2020.0,1.0,경기도_대조군,Control,예술·스포츠,115799353499.0,11585,9995628.269227449
2020.0,1.0,김포골드라인,500,예술·스포츠,2102709486.0,258,8150036.76744186
2020.0,1.0,김포골드라인,2000,예술·스포츠,1176678258.0,143,8228519.286713286
2020.0,1.0,안산선,500,예술·스포츠,2635100480.0,205,12854148.68292683
2020.0,1.0,안산선,2000,예술·스포츠,3066580309.0,1511,2029503.8444738584
2020.0,1.0,진접선,500,예술·스포츠,88998228.0,5,17799645.6
2020.0,1.0,진접선,2000,예술·스포츠,507081744.0,73,6946325.2602739725
2020.0,1.0,하남선_1단계,500,예술·스포츠,60118042.0,11,5465276.545454546
2020.0,1.0,하남선_1단계,2000,예술·스포츠,824531010.0,186,4432962.419354838
2020.0,1.0,하남선_2단계,500,예술·스포츠,276081836.0,16,17255114.75
2020.0,1.0,하남선_2단계,2000,예술·스포츠,133305090.0,23,5795873.478260869
2020.0,2.0,경기도_대조군,Control,예술·스포츠,109809261576.0,11585,9478572.427794563
2020.0,2.0,김포골드라인,500,예술·스포츠,2017124213.0,258,7818310.903100776
2020.0,2.0,김포골드라인,2000,예술·스포츠,1128575988.0,143,7892139.776223776
2020.0,2.0,안산선,500,예술·스포츠,2698009663.0,209,12909137.14354067
2020.0,2.0,안산선,2000,예술·스포츠,2932891275.0,1512,1939742.9067460317
2020.0,2.0,진접선,500,예술·스포츠,94720550.0,5,18944110.0
2020.0,2.0,진접선,2000,예술·스포츠,508789789.0,70,7268425.557142857
2020.0,2.0,하남선_1단계,500,예술·스포츠,40389920.0,11,3671810.909090909
2020.0,2.0,하남선_1단계,2000,예술·스포츠,769422518.0,186,4136680.204301075
2020.0,2.0,하남선_2단계,500,예술·스포츠,240117107.0,8,30014638.375
2020.0,2.0,하남선_2단계,2000,예술·스포츠,93607856.0,23,4069906.782608696
2020.0,3.0,경기도_대조군,Control,예술·스포츠,80604071506.0,11585,6957623.781268883
2020.0,3.0,김포골드라인,500,예술·스포츠,1440592627.0,266,5415761.755639098
2020.0,3.0,김포골드라인,2000,예술·스포츠,779288997.0,144,5411729.145833333
2020.0,3.0,안산선,500,예술·스포츠,1871665910.0,211,8870454.549763033
2020.0,3.0,안산선,2000,예술·스포츠,2376817006.0,1502,1582434.757656458
2020.0,3.0,진접선,500,예술·스포츠,90132081.0,5,18026416.2
